"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"Resort Hotel",0,3,2017,"August",32,12,0,1,2,2,0,"BB","USA","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","324",1,1,"Check-Out","2017-08-13"
"Resort Hotel",1,33,2017,"August",32,6,2,3,2,1,0,"HB","PRT","Direct","Direct",0,0,0,"E","E",1,"No Deposit",NULL,NULL,0,"Transient","323",0,0,"Canceled","2017-07-11"
"Resort Hotel",0,3,2017,"July",27,8,0,1,3,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"G","G",2,"No Deposit","240",NULL,0,"Transient","322",1,0,"Check-Out","2017-07-09"
"Resort Hotel",1,54,2016,"August",35,22,1,4,3,1,0,"HB","ESP","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","322",0,1,"Canceled","2016-08-11"
"Resort Hotel",0,56,2016,"August",33,13,1,1,3,1,0,"HB","ESP","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","322",0,1,"Check-Out","2016-08-15"
"Resort Hotel",1,41,2016,"August",35,27,2,1,3,1,0,"HB","GBR","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","322",0,0,"Canceled","2016-07-17"
"Resort Hotel",0,365,2017,"August",33,15,0,4,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"G","G",2,"No Deposit","240",NULL,0,"Transient","322",0,1,"Check-Out","2017-08-19"
"Resort Hotel",0,20,2017,"August",34,22,0,3,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"H","H",1,"No Deposit","240",NULL,0,"Transient","322",0,1,"Check-Out","2017-08-25"
"City Hotel",1,38,2017,"May",19,12,2,7,3,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","7",NULL,0,"Transient","321.94",0,1,"Canceled","2017-04-04"
"City Hotel",0,51,2017,"July",28,11,0,4,2,3,0,"BB","MEX","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","8",NULL,0,"Transient","321.5",0,1,"Check-Out","2017-07-15"
"Resort Hotel",0,69,2017,"August",33,17,0,3,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","241",NULL,0,"Transient","320.7",0,1,"Check-Out","2017-08-20"
"Resort Hotel",1,26,2017,"August",34,22,0,4,2,0,0,"FB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250",NULL,0,"Transient","319",0,2,"Canceled","2017-08-18"
"Resort Hotel",0,48,2017,"July",30,26,0,4,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","319",1,1,"Check-Out","2017-07-30"
"Resort Hotel",0,9,2017,"August",34,22,0,1,2,2,0,"BB","ESP","Direct","Direct",0,0,0,"G","G",0,"No Deposit","250",NULL,0,"Transient","319",1,3,"Check-Out","2017-08-23"
"Resort Hotel",0,51,2017,"August",31,1,0,1,2,2,0,"BB","NLD","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","319",1,1,"Check-Out","2017-08-02"
"Resort Hotel",0,109,2017,"June",24,16,4,7,3,0,0,"FB","PRT","Direct","Direct",1,0,2,"F","F",0,"No Deposit",NULL,NULL,0,"Transient","318.82",1,2,"Check-Out","2017-06-27"
"Resort Hotel",0,94,2016,"July",32,31,2,5,2,2,0,"HB","IRL","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","318.71",0,0,"Check-Out","2016-08-07"
"City Hotel",0,74,2017,"June",25,20,0,2,3,2,0,"BB","ITA","Online TA","TA/TO",0,0,0,"F","G",5,"No Deposit","9",NULL,0,"Transient-Party","318.5",0,1,"Check-Out","2017-06-20"
"Resort Hotel",0,82,2017,"August",33,15,4,10,2,2,0,"BB","PRT","Direct","Direct",1,0,1,"G","G",2,"No Deposit","250",NULL,0,"Transient","318",1,3,"Check-Out","2017-08-29"
"City Hotel",1,0,2017,"August",33,19,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Group","318",0,0,"Canceled","2017-08-19"
"Resort Hotel",0,138,2016,"July",30,23,2,4,3,0,0,"Undefined","ESP","Direct","Direct",0,0,0,"F","F",0,"No Deposit",NULL,NULL,0,"Transient","318",0,1,"Check-Out","2016-07-29"
"Resort Hotel",1,177,2017,"August",33,17,1,3,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","318",0,0,"Canceled","2017-05-25"
"Resort Hotel",0,128,2016,"August",34,14,2,4,2,2,0,"HB","PRT","Direct","Direct",0,0,0,"G","G",1,"No Deposit","250",NULL,0,"Transient","317.67",0,0,"Check-Out","2016-08-20"
"City Hotel",1,73,2017,"May",21,24,0,4,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","317.5",0,0,"Canceled","2017-03-18"
"Resort Hotel",0,27,2017,"August",33,19,2,1,2,0,1,"HB","PRT","Direct","Direct",0,0,0,"F","F",3,"No Deposit","250",NULL,0,"Transient","317",0,2,"Check-Out","2017-08-22"
"Resort Hotel",1,82,2017,"July",29,22,2,4,3,0,0,"HB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250",NULL,0,"Transient","317",0,0,"Canceled","2017-06-12"
"Resort Hotel",0,94,2016,"July",27,2,4,7,3,0,0,"FB","PRT","Direct","TA/TO",1,0,1,"F","F",0,"No Deposit",NULL,NULL,0,"Transient","317",1,1,"Check-Out","2016-07-13"
"Resort Hotel",1,128,2017,"August",32,7,1,3,2,2,0,"HB","CHE","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240",NULL,0,"Transient","317",0,0,"Canceled","2017-04-08"
"Resort Hotel",0,11,2017,"August",31,4,2,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","242",NULL,0,"Transient","316.5",0,4,"Check-Out","2017-08-08"
"Resort Hotel",0,43,2017,"August",32,7,3,5,2,0,0,"HB","FRA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","316",0,1,"Check-Out","2017-08-15"
"City Hotel",0,7,2017,"May",18,3,0,4,2,2,0,"HB","ESP","Direct","Direct",0,0,0,"G","G",1,"No Deposit","14",NULL,0,"Transient","316",0,1,"Check-Out","2017-05-07"
"City Hotel",0,6,2016,"August",33,13,0,1,2,2,0,"HB","IRL","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","316",1,0,"Check-Out","2016-08-14"
"Resort Hotel",1,28,2017,"August",31,1,2,5,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","315.71",0,0,"Canceled","2017-07-05"
"Resort Hotel",0,117,2017,"August",31,1,0,4,2,2,0,"BB","USA","Direct","Direct",0,0,0,"H","H",1,"No Deposit","250",NULL,0,"Transient","315.5",0,1,"Check-Out","2017-08-05"
"Resort Hotel",0,47,2016,"December",53,31,1,1,3,0,0,"BB","PRT","Direct","Direct",1,0,1,"D","D",1,"No Deposit",NULL,NULL,0,"Transient","315.38",0,2,"Check-Out","2017-01-02"
"Resort Hotel",0,231,2017,"August",31,2,2,4,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"G","G",4,"No Deposit","240",NULL,0,"Transient","315.33",1,5,"Check-Out","2017-08-08"
"Resort Hotel",0,11,2017,"July",27,7,1,2,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240",NULL,0,"Transient-Party","315.33",1,0,"Check-Out","2017-07-10"
"Resort Hotel",0,33,2017,"August",34,24,0,3,3,0,0,"BB","PRT","Direct","Direct",0,0,0,"E","E",0,"No Deposit","250",NULL,0,"Transient","315",1,2,"Check-Out","2017-08-27"
"Resort Hotel",1,28,2017,"July",29,22,2,4,3,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","315",0,0,"Canceled","2017-06-25"
"Resort Hotel",1,44,2017,"July",30,23,2,0,3,1,0,"BB","CYP","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","315",0,0,"Canceled","2017-06-22"
"City Hotel",1,30,2017,"June",24,15,0,3,2,2,0,"HB","PRT","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","315",0,1,"Canceled","2017-06-08"
"Resort Hotel",1,33,2017,"July",30,28,2,4,3,1,0,"BB","ARE","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","315",0,0,"Canceled","2017-07-01"
"Resort Hotel",1,19,2017,"July",30,29,0,1,3,1,0,"BB","CHN","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","315",0,0,"Canceled","2017-07-11"
"City Hotel",1,11,2017,"May",20,19,0,2,3,2,0,"BB","PRT","Corporate","Corporate",0,0,0,"G","G",1,"No Deposit",NULL,"466",0,"Group","315",0,1,"Canceled","2017-05-10"
"Resort Hotel",0,26,2017,"July",30,24,1,3,3,1,0,"BB","EST","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","315",0,0,"Check-Out","2017-07-28"
"Resort Hotel",0,34,2017,"August",31,4,0,1,3,1,0,"BB","TUR","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","315",1,1,"Check-Out","2017-08-05"
"City Hotel",1,80,2017,"June",22,2,1,2,3,1,0,"BB","FRA","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","315",0,2,"Canceled","2017-05-05"
"Resort Hotel",0,22,2017,"August",34,25,1,2,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"C","C",1,"No Deposit","240",NULL,0,"Transient-Party","314.67",0,2,"Check-Out","2017-08-28"
"Resort Hotel",1,75,2016,"August",34,16,0,4,3,1,0,"HB","ESP","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","314.5",0,0,"Canceled","2016-06-02"
"City Hotel",0,57,2016,"December",53,30,1,2,2,0,0,"HB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9",NULL,0,"Transient","314.1",0,0,"Check-Out","2017-01-02"
"Resort Hotel",0,157,2017,"August",32,10,0,2,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","314",1,3,"Check-Out","2017-08-12"
"Resort Hotel",0,26,2016,"August",32,2,2,5,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","C",1,"No Deposit","240",NULL,0,"Transient","313.71",0,1,"Check-Out","2016-08-09"
"City Hotel",0,86,2017,"May",21,27,2,1,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","313.67",0,1,"Check-Out","2017-05-30"
"City Hotel",0,36,2017,"April",15,10,1,1,2,3,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","312.5",0,1,"Check-Out","2017-04-12"
"Resort Hotel",0,194,2017,"August",35,31,2,5,2,1,0,"HB","ITA","Online TA","TA/TO",0,0,0,"G","G",3,"No Deposit","240",NULL,0,"Transient","312.29",1,1,"Check-Out","2017-09-07"
"Resort Hotel",1,112,2017,"August",35,28,1,5,3,0,0,"HB","ESP","Direct","Direct",0,0,0,"D","D",1,"No Deposit","250",NULL,0,"Transient","312",0,3,"Canceled","2017-08-10"
"Resort Hotel",1,188,2017,"July",31,30,2,4,2,2,0,"FB","PRT","Direct","Direct",0,0,0,"G","G",1,"No Deposit","250",NULL,0,"Transient","311.7",0,0,"Canceled","2017-01-26"
"Resort Hotel",0,224,2017,"August",33,13,2,3,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","311.6",0,2,"Check-Out","2017-08-18"
"Resort Hotel",1,40,2017,"August",33,17,1,3,1,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","242",NULL,0,"Transient","311.5",0,1,"Canceled","2017-07-22"
"Resort Hotel",0,22,2016,"August",36,31,2,4,2,3,0,"HB","PRT","Online TA","TA/TO",1,0,1,"G","G",1,"No Deposit","240",NULL,0,"Transient","311.33",1,2,"Check-Out","2016-09-06"
"Resort Hotel",0,30,2017,"July",29,21,2,2,2,2,0,"BB","BRA","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","311.25",0,1,"Check-Out","2017-07-25"
"Resort Hotel",1,77,2017,"June",24,17,2,5,2,2,0,"Undefined","USA","Direct","Direct",0,0,0,"G","G",1,"No Deposit","250",NULL,0,"Transient","311",0,2,"Canceled","2017-04-04"
"Resort Hotel",0,25,2016,"August",35,24,0,2,2,2,0,"BB","USA","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","311",1,1,"Check-Out","2016-08-26"
"Resort Hotel",1,148,2017,"July",28,14,2,3,3,1,0,"HB","FRA","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","311",0,1,"Canceled","2017-05-27"
"Resort Hotel",0,17,2016,"August",34,16,0,5,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","311",0,1,"Check-Out","2016-08-21"
"Resort Hotel",0,306,2017,"August",34,24,0,3,3,1,0,"HB","POL","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","311",0,1,"Check-Out","2017-08-27"
"Resort Hotel",0,95,2017,"July",31,30,2,3,2,1,0,"HB","PRT","Direct","Direct",0,0,0,"F","F",5,"No Deposit","250",NULL,0,"Transient","310.75",1,3,"Check-Out","2017-08-04"
"Resort Hotel",0,18,2016,"August",33,13,2,3,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","I",0,"No Deposit","240",NULL,0,"Transient","310.2",0,0,"Check-Out","2016-08-18"
"Resort Hotel",1,16,2017,"July",30,28,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"H","H",0,"No Deposit","250",NULL,0,"Transient","310",0,0,"Canceled","2017-07-12"
"Resort Hotel",1,15,2017,"August",33,16,0,1,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","310",0,0,"Canceled","2017-08-04"
"Resort Hotel",0,83,2017,"August",34,21,1,4,2,0,0,"FB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","196",NULL,0,"Transient","310",0,0,"Check-Out","2017-08-26"
"Resort Hotel",0,83,2017,"August",34,21,1,4,2,0,0,"FB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","196",NULL,0,"Transient","310",0,0,"Check-Out","2017-08-26"
"Resort Hotel",1,146,2017,"August",33,14,2,5,2,1,0,"BB","FRA","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","310",0,1,"Canceled","2017-06-12"
"Resort Hotel",0,33,2017,"August",33,18,1,2,2,2,0,"FB","PRT","Online TA","Direct",0,0,0,"D","G",8,"No Deposit","240",NULL,0,"Transient-Party","310",1,4,"Check-Out","2017-08-21"
"Resort Hotel",1,141,2017,"August",31,5,2,5,3,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","310",0,0,"Canceled","2017-03-18"
"Resort Hotel",0,22,2016,"August",32,6,1,1,4,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"H","H",1,"No Deposit","240",NULL,0,"Transient","310",1,0,"Check-Out","2016-08-08"
"Resort Hotel",0,26,2017,"August",31,1,0,5,2,1,1,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240",NULL,0,"Transient","310",0,3,"Check-Out","2017-08-06"
"City Hotel",0,206,2016,"August",32,5,0,1,2,2,0,"HB","GBR","Direct","Direct",0,0,0,"G","G",1,"No Deposit","14",NULL,0,"Transient","309.5",1,0,"Check-Out","2016-08-06"
"Resort Hotel",1,142,2017,"July",31,31,1,4,2,1,0,"Undefined","PRT","Direct","Direct",0,0,0,"E","E",3,"No Deposit","250",NULL,0,"Transient","309.1",0,1,"Canceled","2017-06-26"
"Resort Hotel",1,105,2016,"August",33,13,4,6,2,2,0,"HB","MAR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","309",0,0,"Canceled","2016-07-30"
"Resort Hotel",0,226,2017,"July",30,24,1,3,3,1,0,"HB","PRT","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","309",0,1,"Check-Out","2017-07-28"
"Resort Hotel",0,128,2017,"August",34,25,2,5,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","308.57",0,2,"Check-Out","2017-09-01"
"Resort Hotel",0,162,2016,"August",35,22,2,5,2,2,0,"HB","LUX","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","308.57",1,2,"Check-Out","2016-08-29"
"Resort Hotel",0,85,2016,"July",31,25,1,4,2,0,0,"Undefined","PRT","Direct","Direct",0,0,0,"F","F",1,"No Deposit","250",NULL,0,"Transient","308.4",1,1,"Check-Out","2016-07-30"
"Resort Hotel",0,45,2016,"August",35,22,2,5,3,0,0,"HB","ESP","Direct","Direct",0,0,0,"D","D",1,"No Deposit","250",NULL,0,"Transient","308.14",0,0,"Check-Out","2016-08-29"
"Resort Hotel",1,16,2017,"August",33,17,0,1,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240",NULL,0,"Transient","308",0,1,"Canceled","2017-08-01"
"Resort Hotel",1,358,2017,"August",33,14,3,5,2,2,0,"HB","FRA","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","308",0,0,"Canceled","2016-09-05"
"Resort Hotel",0,80,2017,"July",26,1,2,5,3,1,0,"HB","ZAF","Online TA","TA/TO",0,0,0,"H","H",2,"No Deposit","240",NULL,0,"Transient","308",0,0,"Check-Out","2017-07-08"
"City Hotel",0,13,2017,"June",25,22,0,2,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","7",NULL,0,"Transient","307.8",0,1,"Check-Out","2017-06-24"
"Resort Hotel",0,23,2017,"August",31,3,2,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","240",NULL,0,"Transient","307.67",1,3,"Check-Out","2017-08-09"
"Resort Hotel",0,10,2016,"September",39,18,2,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",2,"No Deposit","240",NULL,0,"Transient","307.5",0,1,"Check-Out","2016-09-20"
"City Hotel",0,47,2017,"July",30,28,0,2,2,1,0,"HB","SWE","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","307",0,0,"Check-Out","2017-07-30"
"City Hotel",1,59,2017,"May",18,3,0,4,2,2,0,"HB","CZE","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","307",0,0,"Canceled","2017-04-06"
"City Hotel",1,21,2017,"July",27,6,0,1,2,2,0,"HB","THA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","307",0,0,"Canceled","2017-06-15"
"Resort Hotel",0,2,2016,"July",32,31,1,0,2,2,0,"HB","DEU","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","307",0,0,"Check-Out","2016-08-01"
"Resort Hotel",0,4,2017,"August",32,9,2,8,2,1,0,"FB","PRT","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","5",NULL,0,"Transient","306.7",1,0,"Check-Out","2017-08-19"
"Resort Hotel",0,10,2017,"August",34,22,0,4,2,2,0,"BB","IRL","Direct","Direct",0,0,0,"G","G",0,"No Deposit","250",NULL,0,"Transient","306.5",0,2,"Check-Out","2017-08-26"
"Resort Hotel",0,23,2017,"July",30,29,2,2,3,0,0,"HB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient","306",1,3,"Check-Out","2017-08-02"
"Resort Hotel",1,72,2017,"July",29,19,2,5,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","306",0,0,"Canceled","2017-05-08"
"Resort Hotel",0,72,2017,"July",29,19,2,5,2,0,0,"HB","ESP","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","306",1,1,"Check-Out","2017-07-26"
"Resort Hotel",0,295,2017,"August",34,20,2,2,2,1,0,"HB","ESP","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240",NULL,0,"Transient","306",0,3,"Check-Out","2017-08-24"
"Resort Hotel",0,34,2016,"August",33,10,1,4,2,0,0,"HB","ESP","Direct","Direct",0,0,0,"F","G",1,"No Deposit","250",NULL,0,"Transient","306",1,0,"Check-Out","2016-08-15"
"City Hotel",0,4,2016,"July",28,8,1,2,2,2,0,"BB","MEX","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","306",0,3,"Check-Out","2016-07-11"
"City Hotel",1,11,2016,"September",38,16,1,2,2,2,0,"HB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","306",0,0,"Canceled","2016-09-08"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"City Hotel",0,0,2017,"May",20,19,0,1,3,0,1,"BB","AGO","Direct","Direct",0,0,0,"F","F",1,"No Deposit",NULL,NULL,0,"Transient","305",0,0,"Check-Out","2017-05-20"
"City Hotel",0,64,2017,"August",31,4,2,4,2,2,0,"BB","BEL","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","305",0,1,"Check-Out","2017-08-10"
"Resort Hotel",0,49,2017,"July",30,29,2,5,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","305",0,2,"Check-Out","2017-08-05"
"Resort Hotel",0,59,2017,"July",30,27,0,1,2,2,0,"BB","NLD","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","305",0,1,"Check-Out","2017-07-28"
"City Hotel",1,72,2017,"August",31,5,2,1,3,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","305",0,1,"Canceled","2017-05-25"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,128,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,97,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","C",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",1,95,2017,"July",30,24,1,4,2,2,0,"BB","ITA","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","305",0,0,"Canceled","2017-06-02"
"Resort Hotel",1,56,2017,"July",30,29,2,5,2,2,0,"BB","MAR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","305",0,1,"Canceled","2017-06-18"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",1,0,1,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",1,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",1,0,1,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",1,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB",NULL,"Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","305",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,76,2017,"August",31,1,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","242",NULL,0,"Transient","304",0,3,"Check-Out","2017-08-03"
"Resort Hotel",1,26,2016,"August",34,20,1,1,3,1,0,"BB","USA","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","304",0,0,"Canceled","2016-07-30"
"Resort Hotel",1,117,2017,"August",32,6,2,4,2,1,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","242",NULL,0,"Transient","303.7",0,1,"Canceled","2017-04-13"
